person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter
26,50000,MORTGAGE,0.0,EDUCATION,A,10000,7.74,0,0.2,N,2,0.0155,0.2,25-50k,26-35,Unstable(<1y),New(<=2y),0,0,0,0
25,23000,RENT,0.0,DEBTCONSOLIDATION,D,7000,12.49,1,0.3043,Y,4,0.038,0.3043,<25k,18-25,Unstable(<1y),Building(2-5y),1,0,1,1
22,50000,MORTGAGE,0.0,PERSONAL,B,2500,12.18,0,0.05,N,4,0.0061,0.05,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
23,50000,MORTGAGE,1.0,PERSONAL,A,9000,7.49,0,0.18,N,2,0.0135,0.18,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
25,23460,RENT,5.0,MEDICAL,B,7000,10.99,0,0.2984,N,2,0.0328,0.2984,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1
22,24000,RENT,6.0,VENTURE,B,7000,12.42,0,0.2917,N,2,0.0362,0.2917,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1
26,24000,RENT,2.0,PERSONAL,C,7000,12.99,0,0.2917,N,3,0.0379,0.2917,<25k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
24,24000,RENT,0.0,PERSONAL,D,7000,15.62,1,0.2917,N,2,0.0456,0.2917,<25k,18-25,Unstable(<1y),New(<=2y),0,0,1,1
22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,N,3,0.0049,0.04,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,50000,OWN,3.0,VENTURE,A,5000,8.94,0,0.1,N,3,0.0089,0.1,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,50000,OWN,3.0,EDUCATION,A,6000,8.94,0,0.12,N,2,0.0107,0.12,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0
26,50000,MORTGAGE,5.0,EDUCATION,A,5000,7.4,0,0.1,N,2,0.0074,0.1,25-50k,26-35,Established(3-7y),New(<=2y),0,0,0,0
24,44000,MORTGAGE,0.0,EDUCATION,D,15000,15.31,1,0.3409,N,2,0.0522,0.3409,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
25,24000,RENT,0.0,VENTURE,E,7000,16.45,1,0.2917,Y,2,0.048,0.2917,<25k,18-25,Unstable(<1y),New(<=2y),1,0,1,1
22,24996,RENT,6.0,DEBTCONSOLIDATION,B,7000,11.86,0,0.28,N,2,0.0332,0.28,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1
21,25000,RENT,1.0,EDUCATION,B,7000,12.69,0,0.28,N,2,0.0355,0.28,<25k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
22,50000,MORTGAGE,6.0,VENTURE,C,10500,14.26,0,0.21,Y,2,0.0299,0.21,25-50k,18-25,Established(3-7y),New(<=2y),1,0,0,0
22,63000,RENT,6.0,PERSONAL,B,6000,11.49,0,0.0952,N,2,0.0109,0.0952,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
26,63000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.23,0,0.0952,N,2,0.0126,0.0952,50-75k,26-35,Early(1-3y),New(<=2y),0,0,0,1
23,63402,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.22,0,0.0946,N,4,0.0125,0.0946,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,57500,RENT,4.0,VENTURE,C,6000,11.28,1,0.1043,N,2,0.0118,0.1043,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
24,58668,RENT,8.0,MEDICAL,D,6000,15.05,1,0.1023,Y,4,0.0154,0.1023,50-75k,18-25,Stable(7y+),Building(2-5y),1,0,0,1
23,65000,RENT,7.0,EDUCATION,C,6000,15.23,0,0.0923,N,3,0.0141,0.0923,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,65000,RENT,2.0,EDUCATION,B,6000,11.99,0,0.0923,N,2,0.0111,0.0923,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
26,65000,RENT,7.0,EDUCATION,D,6000,16.49,0,0.0923,Y,2,0.0152,0.0923,50-75k,26-35,Established(3-7y),New(<=2y),1,0,0,1
25,59000,RENT,9.0,VENTURE,C,6000,15.23,1,0.1017,N,3,0.0155,0.1017,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
23,44000,MORTGAGE,8.0,PERSONAL,B,15000,12.18,1,0.3409,N,3,0.0415,0.3409,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.24,N,3,0.0264,0.24,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4,0.0197,0.22,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
25,65000,RENT,8.0,EDUCATION,C,6000,13.06,0,0.0923,Y,3,0.0121,0.0923,50-75k,18-25,Stable(7y+),Building(2-5y),1,0,0,1
24,65000,RENT,3.0,MEDICAL,A,6000,7.49,0,0.0923,N,2,0.0069,0.0923,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
24,59000,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.0,1,0.1017,N,4,0.0163,0.1017,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,65000,RENT,0.0,EDUCATION,A,6000,9.63,0,0.0923,N,3,0.0089,0.0923,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
25,65004,RENT,0.0,DEBTCONSOLIDATION,C,6000,12.87,0,0.0923,N,4,0.0119,0.0923,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
21,65004,RENT,5.0,PERSONAL,A,6000,7.68,0,0.0923,N,3,0.0071,0.0923,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,50000,MORTGAGE,0.0,EDUCATION,B,20000,11.48,0,0.4,N,2,0.0459,0.4,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
22,65100,RENT,3.0,EDUCATION,E,6000,16.2,0,0.0922,N,4,0.0149,0.0922,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
22,66000,RENT,4.0,EDUCATION,B,6000,9.99,0,0.0909,N,4,0.0091,0.0909,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,44000,MORTGAGE,4.0,MEDICAL,D,5550,14.11,1,0.1261,Y,4,0.0178,0.1261,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
26,66400,RENT,6.0,MEDICAL,A,6000,7.29,0,0.0904,N,4,0.0066,0.0904,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
24,67644,RENT,3.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.0887,N,3,0.0062,0.0887,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,50000,MORTGAGE,8.0,EDUCATION,C,3000,13.47,0,0.06,N,2,0.0081,0.06,25-50k,18-25,Stable(7y+),New(<=2y),0,0,0,0
26,62065,RENT,7.0,PERSONAL,B,6000,11.12,1,0.0967,N,3,0.0108,0.0967,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
26,44000,MORTGAGE,8.0,MEDICAL,G,12000,18.84,1,0.2727,Y,3,0.0514,0.2727,25-50k,26-35,Stable(7y+),Building(2-5y),1,0,0,0
22,68250,RENT,4.0,EDUCATION,F,6000,19.13,0,0.0879,Y,3,0.0168,0.0879,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
24,50000,MORTGAGE,2.0,VENTURE,A,12500,9.32,0,0.25,N,2,0.0233,0.25,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0
25,68496,RENT,1.0,VENTURE,A,6000,8.0,0,0.0876,N,3,0.007,0.0876,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
22,69000,RENT,2.0,VENTURE,A,6000,7.49,0,0.087,N,4,0.0065,0.087,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
22,44000,MORTGAGE,4.0,MEDICAL,D,16000,14.74,1,0.3636,Y,3,0.0536,0.3636,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
23,69000,RENT,7.0,MEDICAL,A,6000,7.88,0,0.087,N,2,0.0069,0.087,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
26,63400,RENT,2.0,PERSONAL,D,6000,15.21,1,0.0946,Y,2,0.0144,0.0946,50-75k,26-35,Early(1-3y),New(<=2y),1,0,0,1
22,69500,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.0863,N,4,0.0092,0.0863,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,50000,MORTGAGE,1.0,PERSONAL,E,9800,16.32,0,0.196,Y,3,0.032,0.196,25-50k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0
22,69528,RENT,6.0,PERSONAL,C,6000,12.99,0,0.0863,Y,3,0.0112,0.0863,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
26,69780,RENT,3.0,PERSONAL,A,6000,9.32,0,0.086,N,3,0.008,0.086,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
24,69996,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.06,0,0.0857,N,2,0.0112,0.0857,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
26,70000,RENT,3.0,PERSONAL,A,6000,8.49,0,0.0857,N,4,0.0073,0.0857,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,15000,16.0,1,0.3409,N,2,0.0545,0.3409,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0
23,70000,RENT,4.0,EDUCATION,A,6000,7.49,0,0.0857,N,2,0.0064,0.0857,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
23,50000,MORTGAGE,0.0,PERSONAL,A,6500,7.49,0,0.13,N,4,0.0097,0.13,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
22,50000,MORTGAGE,7.0,EDUCATION,A,6400,8.0,0,0.128,N,2,0.0102,0.128,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,15000,16.0,0,0.3,N,3,0.048,0.3,25-50k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
25,70000,RENT,9.0,EDUCATION,B,6000,9.25,0,0.0857,N,4,0.0079,0.0857,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
26,70000,RENT,4.0,MEDICAL,A,6000,6.17,0,0.0857,N,4,0.0053,0.0857,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,9.63,0,0.12,N,3,0.0116,0.12,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,50000,MORTGAGE,1.0,PERSONAL,C,11400,12.53,0,0.228,N,2,0.0286,0.228,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
23,70000,RENT,4.0,EDUCATION,B,6000,11.49,0,0.0857,N,4,0.0098,0.0857,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,70000,RENT,0.0,EDUCATION,B,6000,11.89,0,0.0857,N,2,0.0102,0.0857,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
22,50000,MORTGAGE,7.0,EDUCATION,B,4000,10.95,0,0.08,N,4,0.0088,0.08,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,50000,MORTGAGE,7.0,VENTURE,B,8600,11.26,0,0.172,N,3,0.0194,0.172,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,50000,OWN,4.0,HOMEIMPROVEMENT,C,10000,13.47,0,0.2,Y,2,0.0269,0.2,25-50k,26-35,Established(3-7y),New(<=2y),1,0,0,0
23,50000,OWN,0.0,MEDICAL,A,10200,9.63,0,0.204,N,4,0.0196,0.204,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,50000,MORTGAGE,7.0,VENTURE,D,1000,14.42,0,0.02,N,3,0.0029,0.02,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,71000,RENT,4.0,MEDICAL,B,6000,10.99,0,0.0845,N,4,0.0093,0.0845,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,65074,RENT,0.0,EDUCATION,D,6000,14.42,1,0.0922,Y,3,0.0133,0.0922,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
24,50000,OTHER,0.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,3,0.0077,0.1,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
25,50000,MORTGAGE,5.0,PERSONAL,D,7500,13.8,0,0.15,Y,4,0.0207,0.15,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
24,44000,MORTGAGE,6.0,EDUCATION,F,7500,16.33,1,0.1705,N,2,0.0278,0.1705,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,66000,RENT,10.0,VENTURE,C,6000,13.49,1,0.0909,Y,2,0.0123,0.0909,50-75k,26-35,Stable(7y+),New(<=2y),1,0,0,1
23,50000,OWN,0.0,VENTURE,B,14000,10.33,0,0.28,N,2,0.0289,0.28,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
21,72000,RENT,3.0,EDUCATION,A,6000,5.42,0,0.0833,N,4,0.0045,0.0833,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,72000,RENT,3.0,EDUCATION,A,6000,7.66,0,0.0833,N,3,0.0064,0.0833,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,44000,MORTGAGE,7.0,PERSONAL,B,7500,10.08,1,0.1705,N,2,0.0172,0.1705,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0
21,44000,MORTGAGE,5.0,VENTURE,D,7500,12.92,1,0.1705,N,4,0.022,0.1705,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,72000,RENT,1.0,VENTURE,B,6000,11.86,0,0.0833,N,3,0.0099,0.0833,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
22,50000,OWN,4.0,VENTURE,B,16000,9.45,0,0.32,N,4,0.0302,0.32,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,73000,RENT,4.0,MEDICAL,B,6000,12.53,0,0.0822,N,4,0.0103,0.0822,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,50000,MORTGAGE,10.0,MEDICAL,C,13000,11.97,0,0.26,Y,3,0.0311,0.26,25-50k,26-35,Stable(7y+),Building(2-5y),1,0,0,0
23,73500,RENT,7.0,PERSONAL,D,6000,14.96,0,0.0816,Y,4,0.0122,0.0816,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
22,50000,OWN,6.0,MEDICAL,A,15000,8.63,0,0.3,N,2,0.0259,0.3,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,57800,RENT,2.0,MEDICAL,B,6000,10.99,1,0.1038,N,4,0.0114,0.1038,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,50000,MORTGAGE,7.0,PERSONAL,D,9000,15.31,0,0.18,Y,3,0.0276,0.18,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
21,44000,MORTGAGE,5.0,MEDICAL,D,6000,12.61,1,0.1364,N,3,0.0172,0.1364,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,50000,MORTGAGE,9.0,EDUCATION,A,6400,8.32,0,0.128,N,3,0.0106,0.128,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
26,50000,MORTGAGE,2.0,PERSONAL,D,20000,13.3,0,0.4,N,3,0.0532,0.4,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
23,74000,RENT,7.0,EDUCATION,A,6000,5.79,0,0.0811,N,3,0.0047,0.0811,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,74500,RENT,3.0,MEDICAL,B,6000,9.99,0,0.0805,N,4,0.008,0.0805,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
26,74970,RENT,5.0,MEDICAL,A,6000,7.88,0,0.08,N,2,0.0063,0.08,50-75k,26-35,Established(3-7y),New(<=2y),0,0,0,1
23,75000,RENT,1.0,VENTURE,B,6000,12.42,0,0.08,N,3,0.0099,0.08,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,50000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5500,10.99,0,0.11,N,3,0.0121,0.11,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
22,50004,MORTGAGE,4.0,PERSONAL,B,4950,10.99,0,0.099,N,2,0.0109,0.099,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,75000,RENT,1.0,PERSONAL,A,6000,6.03,0,0.08,N,4,0.0048,0.08,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,75000,RENT,1.0,VENTURE,A,6000,6.99,0,0.08,N,4,0.0056,0.08,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,50004,MORTGAGE,7.0,EDUCATION,A,2700,5.99,0,0.054,N,2,0.0032,0.054,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,69000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.02,1,0.087,Y,2,0.0139,0.087,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,1
22,50004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,7.49,0,0.125,N,4,0.0094,0.125,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,50004,OWN,1.0,VENTURE,A,10000,7.29,0,0.2,N,3,0.0146,0.2,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
23,75000,RENT,4.0,PERSONAL,C,6000,13.98,0,0.08,Y,2,0.0112,0.08,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,1
23,75000,RENT,0.0,MEDICAL,B,6000,11.48,0,0.08,N,2,0.0092,0.08,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
24,50004,OWN,2.0,MEDICAL,B,10000,11.12,0,0.2,N,2,0.0222,0.2,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,0
22,50004,MORTGAGE,5.0,EDUCATION,D,14000,15.58,0,0.28,N,4,0.0436,0.28,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,78000,RENT,0.0,MEDICAL,B,6000,9.99,0,0.0769,N,2,0.0077,0.0769,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
22,50004,MORTGAGE,6.0,VENTURE,D,7200,15.31,0,0.144,Y,2,0.022,0.144,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,0
25,78000,RENT,1.0,PERSONAL,A,6000,9.63,0,0.0769,N,4,0.0074,0.0769,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,50004,MORTGAGE,7.0,PERSONAL,B,16000,11.83,0,0.32,N,2,0.0379,0.32,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,50004,OWN,0.0,VENTURE,C,5000,14.26,0,0.1,Y,4,0.0143,0.1,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0
22,80000,RENT,1.0,EDUCATION,A,6000,7.49,0,0.075,N,2,0.0056,0.075,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
26,50004,MORTGAGE,10.0,PERSONAL,A,5000,9.32,0,0.1,N,2,0.0093,0.1,50-75k,26-35,Stable(7y+),New(<=2y),0,0,0,0
22,44004,MORTGAGE,3.0,VENTURE,D,9000,14.11,1,0.2045,Y,3,0.0289,0.2045,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,0
25,80000,RENT,5.0,VENTURE,A,6000,8.0,0,0.075,N,4,0.006,0.075,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,80490,RENT,8.0,HOMEIMPROVEMENT,B,6000,10.59,0,0.0745,N,3,0.0079,0.0745,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
22,50004,MORTGAGE,0.0,EDUCATION,A,12000,7.37,0,0.24,N,2,0.0177,0.24,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
22,44004,MORTGAGE,0.0,DEBTCONSOLIDATION,E,11000,15.68,1,0.25,N,4,0.0392,0.25,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
23,80607,RENT,2.0,MEDICAL,B,6000,12.21,0,0.0744,N,2,0.0091,0.0744,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,1
25,82000,RENT,5.0,MEDICAL,C,6000,13.48,0,0.0732,N,3,0.0099,0.0732,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,50004,MORTGAGE,7.0,PERSONAL,A,6000,7.49,0,0.12,N,3,0.009,0.12,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,50004,MORTGAGE,6.0,EDUCATION,C,2500,12.53,0,0.05,N,2,0.0063,0.05,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,50004,MORTGAGE,10.0,EDUCATION,A,5000,9.32,0,0.1,N,2,0.0093,0.1,50-75k,26-35,Stable(7y+),New(<=2y),0,0,0,0
25,82000,RENT,0.0,PERSONAL,B,6000,9.91,0,0.0732,N,2,0.0073,0.0732,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
26,82000,RENT,8.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.0732,N,3,0.0058,0.0732,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,1
23,50004,MORTGAGE,8.0,EDUCATION,C,2000,11.91,0,0.04,Y,2,0.0048,0.04,50-75k,18-25,Stable(7y+),New(<=2y),1,0,0,0
26,50004,OWN,2.0,HOMEIMPROVEMENT,D,11000,13.87,0,0.22,Y,4,0.0305,0.22,50-75k,26-35,Early(1-3y),Building(2-5y),1,0,0,0
23,83954,RENT,7.0,EDUCATION,A,6000,7.49,0,0.0715,N,2,0.0054,0.0715,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,1
23,84000,RENT,5.0,VENTURE,A,6000,6.99,0,0.0714,N,3,0.005,0.0714,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
21,50031,MORTGAGE,5.0,PERSONAL,A,2000,5.99,0,0.04,N,2,0.0024,0.04,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,84000,RENT,2.0,VENTURE,A,6000,8.94,0,0.0714,N,2,0.0064,0.0714,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,1
23,50052,OWN,8.0,PERSONAL,B,15000,9.63,0,0.2997,N,4,0.0289,0.2997,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,84996,RENT,1.0,MEDICAL,A,6000,6.03,0,0.0706,N,3,0.0043,0.0706,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,50112,OWN,4.0,PERSONAL,A,1000,5.42,0,0.02,N,2,0.0011,0.02,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,50129,MORTGAGE,7.0,VENTURE,A,11400,7.29,0,0.2274,N,2,0.0166,0.2274,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,85000,RENT,4.0,MEDICAL,B,6000,10.0,0,0.0706,N,3,0.0071,0.0706,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,50205,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5300,5.42,0,0.1056,N,4,0.0057,0.1056,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,73000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.96,1,0.0822,N,4,0.0123,0.0822,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
21,86000,RENT,5.0,EDUCATION,B,6000,10.0,0,0.0698,N,4,0.007,0.0698,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,50280,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,9.63,0,0.1989,N,2,0.0192,0.1989,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
22,50285,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7000,13.11,0,0.1392,Y,4,0.0182,0.1392,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
25,50300,MORTGAGE,3.0,HOMEIMPROVEMENT,E,1000,18.39,0,0.0199,Y,3,0.0037,0.0199,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,0
22,86000,RENT,6.0,MEDICAL,A,6000,5.42,0,0.0698,N,3,0.0038,0.0698,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,50364,MORTGAGE,6.0,EDUCATION,A,6000,6.03,0,0.1191,N,3,0.0072,0.1191,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,50400,MORTGAGE,7.0,EDUCATION,A,8375,7.51,0,0.1662,N,2,0.0125,0.1662,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,50400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,24000,9.91,0,0.4762,N,3,0.0472,0.4762,50-75k,26-35,Early(1-3y),Building(2-5y),0,1,0,0
22,50400,MORTGAGE,0.0,VENTURE,A,12000,7.9,0,0.2381,N,3,0.0188,0.2381,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
25,50400,MORTGAGE,4.0,VENTURE,C,3000,14.65,0,0.0595,N,3,0.0087,0.0595,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,75000,RENT,6.0,EDUCATION,B,6000,10.99,1,0.08,N,2,0.0088,0.08,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
24,89772,RENT,8.0,MEDICAL,C,6000,13.92,0,0.0668,Y,3,0.0093,0.0668,75-100k,18-25,Stable(7y+),Building(2-5y),1,0,0,1
25,90000,RENT,9.0,HOMEIMPROVEMENT,C,6000,13.49,0,0.0667,N,4,0.009,0.0667,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
26,78000,RENT,5.0,PERSONAL,C,6000,12.68,1,0.0769,N,2,0.0098,0.0769,75-100k,26-35,Established(3-7y),New(<=2y),0,0,0,1
25,44400,MORTGAGE,9.0,VENTURE,C,6000,12.99,1,0.1351,N,4,0.0176,0.1351,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,50400,OWN,7.0,EDUCATION,D,7000,15.99,0,0.1389,N,2,0.0222,0.1389,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,50400,MORTGAGE,7.0,EDUCATION,B,2500,10.99,0,0.0496,N,4,0.0055,0.0496,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,50400,MORTGAGE,4.0,VENTURE,A,11200,7.42,0,0.2222,N,3,0.0165,0.2222,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,90000,RENT,4.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.0667,N,3,0.0053,0.0667,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,90000,RENT,3.0,PERSONAL,B,6000,10.25,0,0.0667,N,3,0.0068,0.0667,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
