person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier
24,41000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,9000,9.88,0,0.2195,N,2,0.0217,0.2195,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.4638019343386982,622,Moderate
23,41000,MORTGAGE,7.0,VENTURE,D,10000,14.96,0,0.2439,Y,2,0.0365,0.2439,25-50k,18-25,Established(3-7y),New(<=2y),1,0,0,0,0.8033917648391495,418,Very High
22,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7750,9.88,0,0.189,N,3,0.0187,0.189,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.39462366155721557,663,Moderate
23,86000,RENT,0.0,VENTURE,B,4800,9.62,0,0.0558,N,3,0.0054,0.0558,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.08470338610286107,849,Very Low
26,89000,RENT,4.0,EDUCATION,A,4800,5.99,0,0.0539,N,2,0.0032,0.0539,75-100k,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.058870423213737824,865,Very Low
21,90000,RENT,3.0,EDUCATION,B,4800,9.62,0,0.0533,N,3,0.0051,0.0533,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.11634318187046282,830,Very Low
23,92000,RENT,5.0,MEDICAL,B,4800,10.0,0,0.0522,N,3,0.0052,0.0522,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.18361919960464987,790,Very Low
22,41000,OWN,6.0,MEDICAL,D,2500,14.96,0,0.061,Y,4,0.0091,0.061,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.32663992127988717,704,Low
26,95000,RENT,4.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.0505,N,4,0.0038,0.0505,75-100k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.13376780273465144,820,Very Low
22,41000,MORTGAGE,4.0,VENTURE,A,6000,8.59,0,0.1463,N,4,0.0126,0.1463,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.10492584032253463,837,Very Low
24,103641,RENT,8.0,VENTURE,B,4800,10.74,0,0.0463,N,2,0.005,0.0463,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,1,0.09252911408875529,844,Very Low
24,105000,RENT,5.0,HOMEIMPROVEMENT,C,4800,13.48,0,0.0457,Y,2,0.0062,0.0457,100k+,18-25,Established(3-7y),New(<=2y),1,0,0,1,0.4124322992727627,653,Moderate
22,41000,MORTGAGE,2.0,EDUCATION,B,3000,12.18,0,0.0732,N,4,0.0089,0.0732,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.14225626191247265,815,Very Low
21,41000,OWN,5.0,PERSONAL,A,5000,7.74,0,0.122,N,3,0.0094,0.122,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.02538217420351695,885,Very Low
22,115000,RENT,4.0,MEDICAL,A,4800,7.88,0,0.0417,N,2,0.0033,0.0417,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.10905875108725764,835,Very Low
25,120000,RENT,9.0,PERSONAL,C,4800,14.22,0,0.04,N,3,0.0057,0.04,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.274554058539827,735,Low
23,41000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,9.32,0,0.1463,N,3,0.0136,0.1463,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.27117293277498555,737,Low
24,125000,RENT,6.0,PERSONAL,A,4800,6.76,0,0.0384,N,3,0.0026,0.0384,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.06890205440005716,859,Very Low
23,41000,MORTGAGE,0.0,VENTURE,B,4500,10.95,0,0.1098,N,4,0.012,0.1098,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.11319975856862743,832,Very Low
22,23000,RENT,6.0,VENTURE,C,4850,14.27,0,0.2109,Y,4,0.0301,0.2109,<25k,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.5808109488312215,552,High
24,40000,RENT,0.0,EDUCATION,A,4850,6.62,0,0.1212,N,2,0.008,0.1212,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.15798989353201673,805,Very Low
24,54000,RENT,0.0,HOMEIMPROVEMENT,A,4850,8.49,0,0.0898,N,2,0.0076,0.0898,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.2911343361188254,725,Low
23,41000,MORTGAGE,4.0,MEDICAL,B,7500,10.71,0,0.1829,N,2,0.0196,0.1829,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.3571309839889438,686,Low
23,41000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5500,10.71,0,0.1341,N,4,0.0144,0.1341,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.30679398570282257,716,Low
25,21600,RENT,0.0,EDUCATION,C,4900,13.72,0,0.2269,Y,2,0.0311,0.2269,<25k,18-25,Unstable(<1y),New(<=2y),1,0,0,1,0.6928817067718597,484,High
21,41004,MORTGAGE,5.0,VENTURE,B,24250,10.75,0,0.5914,N,2,0.0636,0.5914,25-50k,18-25,Established(3-7y),New(<=2y),0,1,0,0,0.9111641844414107,353,Very High
25,41004,OWN,9.0,VENTURE,A,4000,6.76,0,0.0976,N,3,0.0066,0.0976,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.009417670031582186,894,Very Low
25,41004,OWN,1.0,PERSONAL,B,12000,10.99,0,0.2927,N,2,0.0322,0.2927,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.1662362829693952,800,Very Low
23,95000,RENT,4.0,PERSONAL,B,10000,10.99,0,0.1053,N,4,0.0116,0.1053,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.18889136745996438,787,Very Low
26,41004,MORTGAGE,5.0,VENTURE,B,16000,10.95,0,0.3902,N,3,0.0427,0.3902,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.5972332927356494,542,High
23,41004,MORTGAGE,8.0,VENTURE,A,10000,9.32,0,0.2439,N,4,0.0227,0.2439,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.24799619999919814,751,Low
25,83000,RENT,0.0,EDUCATION,C,10000,13.22,1,0.1205,N,3,0.0159,0.1205,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.26182964720534246,743,Low
23,96000,RENT,7.0,PERSONAL,B,10000,10.65,0,0.1042,N,3,0.0111,0.1042,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.17989283735148343,792,Very Low
26,96000,RENT,11.0,HOMEIMPROVEMENT,E,10000,19.69,0,0.1042,Y,3,0.0205,0.1042,75-100k,26-35,Stable(7y+),Building(2-5y),1,0,0,1,0.9451113542856361,333,Very High
21,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5700,12.99,0,0.1389,N,4,0.018,0.1389,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.4205774294212285,648,Moderate
24,41100,OWN,4.0,PERSONAL,A,5600,6.03,0,0.1363,N,3,0.0082,0.1363,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.02308156908881714,886,Very Low
24,41100,OWN,2.0,VENTURE,B,9200,12.42,0,0.2238,N,2,0.0278,0.2238,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.06447027269822743,861,Very Low
23,97000,RENT,7.0,EDUCATION,C,10000,13.99,0,0.1031,N,3,0.0144,0.1031,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.24911657358397968,751,Low
24,97850,RENT,5.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.1022,N,4,0.0077,0.1022,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.1984502091089344,781,Very Low
25,98000,RENT,9.0,DEBTCONSOLIDATION,B,10000,12.69,0,0.102,N,4,0.0129,0.102,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.31588780930929894,710,Low
23,41196,MORTGAGE,7.0,EDUCATION,B,16000,11.83,0,0.3884,N,2,0.0459,0.3884,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.682240687188336,491,High
26,99000,RENT,5.0,PERSONAL,A,10000,7.29,0,0.101,N,2,0.0074,0.101,75-100k,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.1010869039646508,839,Very Low
25,99275,RENT,1.0,PERSONAL,C,10000,14.65,0,0.1007,Y,3,0.0148,0.1007,75-100k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1,0.30020434461113904,720,Low
21,41200,OWN,3.0,PERSONAL,B,8000,11.48,0,0.1942,N,3,0.0223,0.1942,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.08247946751087039,851,Very Low
24,87996,RENT,8.0,DEBTCONSOLIDATION,D,10000,14.84,1,0.1136,Y,2,0.0169,0.1136,75-100k,18-25,Stable(7y+),New(<=2y),1,0,0,1,0.835437387376811,399,Very High
22,99996,RENT,1.0,EDUCATION,A,10000,9.32,0,0.1,N,4,0.0093,0.1,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.1085196178953414,835,Very Low
22,100000,RENT,3.0,EDUCATION,B,10000,10.65,0,0.1,N,3,0.0106,0.1,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.14217931182822893,815,Very Low
24,100000,RENT,5.0,PERSONAL,A,10000,7.51,0,0.1,N,3,0.0075,0.1,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.10357906834387336,838,Very Low
25,100000,RENT,3.0,VENTURE,A,10000,6.62,0,0.1,N,4,0.0066,0.1,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.05226189858527445,869,Very Low
25,88000,RENT,9.0,EDUCATION,E,10000,17.88,1,0.1136,Y,4,0.0203,0.1136,75-100k,18-25,Stable(7y+),Building(2-5y),1,0,0,1,0.8450969483820099,393,Very High
24,100000,RENT,4.0,HOMEIMPROVEMENT,E,10000,16.4,0,0.1,Y,2,0.0164,0.1,75-100k,18-25,Established(3-7y),New(<=2y),1,0,0,1,0.9087075967365602,355,Very High
21,88000,RENT,4.0,VENTURE,E,10000,17.93,1,0.1136,Y,3,0.0204,0.1136,75-100k,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.7913369867855677,425,Very High
23,100000,RENT,0.0,PERSONAL,B,10000,11.46,0,0.1,N,2,0.0115,0.1,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.18887091170749462,787,Very Low
21,102000,RENT,5.0,EDUCATION,D,10000,15.31,0,0.098,Y,3,0.015,0.098,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.701060205485236,479,Very High
23,41496,OWN,4.0,VENTURE,E,7200,16.82,0,0.1735,N,2,0.0292,0.1735,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.431115421924477,641,Moderate
26,102000,RENT,5.0,MEDICAL,A,10000,8.59,0,0.098,N,2,0.0084,0.098,100k+,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.14602961618124932,812,Very Low
25,107000,RENT,0.0,VENTURE,A,10000,8.38,0,0.0935,N,3,0.0078,0.0935,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.06190406858434512,863,Very Low
24,41500,MORTGAGE,8.0,EDUCATION,A,8500,7.14,0,0.2048,N,4,0.0146,0.2048,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.20585901256823833,776,Low
23,107500,RENT,7.0,MEDICAL,A,10000,7.66,0,0.093,N,2,0.0071,0.093,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.12249155364127585,827,Very Low
26,96000,RENT,2.0,EDUCATION,D,10000,15.28,1,0.1042,Y,2,0.0159,0.1042,75-100k,26-35,Early(1-3y),New(<=2y),1,0,0,1,0.7100010936412527,474,Very High
25,41508,MORTGAGE,9.0,EDUCATION,C,1600,13.11,0,0.0385,Y,3,0.0051,0.0385,25-50k,18-25,Stable(7y+),Building(2-5y),1,0,0,0,0.14246098695383563,815,Very Low
23,98000,RENT,0.0,EDUCATION,E,10000,16.4,1,0.102,N,2,0.0167,0.102,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.7995409667768067,420,Very High
25,41520,OWN,9.0,MEDICAL,A,4400,7.29,0,0.106,N,2,0.0077,0.106,25-50k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.0257165613524721,885,Very Low
23,110000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.0909,N,2,0.0072,0.0909,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.14590074653444451,812,Very Low
22,41600,OWN,4.0,EDUCATION,B,12000,12.42,0,0.2885,N,2,0.0358,0.2885,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.14295251698574754,814,Very Low
22,41600,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6800,10.59,0,0.1635,N,3,0.0173,0.1635,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.35775698389852695,685,Low
23,41600,MORTGAGE,7.0,EDUCATION,C,7000,13.43,0,0.1683,N,3,0.0226,0.1683,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.3241647800669308,706,Low
26,113000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.72,0,0.0885,Y,3,0.0121,0.0885,100k+,26-35,Early(1-3y),Building(2-5y),1,0,0,1,0.4050520777773477,657,Moderate
24,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.2404,N,2,0.0215,0.2404,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.5306166572993595,582,Moderate
22,41600,MORTGAGE,2.0,EDUCATION,D,3000,15.05,0,0.0721,N,3,0.0109,0.0721,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.6556592282814901,507,High
24,114800,RENT,6.0,PERSONAL,A,10000,8.94,0,0.0871,N,4,0.0078,0.0871,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.10840524369389828,835,Very Low
22,41604,OWN,1.0,PERSONAL,B,14400,10.99,0,0.3461,N,4,0.038,0.3461,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.2388494943495375,757,Low
25,41664,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,5.99,0,0.096,N,2,0.0058,0.096,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.1506964056434086,810,Very Low
25,115000,RENT,6.0,MEDICAL,A,10000,7.29,0,0.087,N,4,0.0063,0.087,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.10756372838885657,835,Very Low
22,41717,OWN,5.0,VENTURE,B,20000,11.12,0,0.4794,N,4,0.0533,0.4794,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,0,0.38683133405468345,668,Moderate
25,41718,OWN,3.0,VENTURE,A,5000,7.51,0,0.1199,N,2,0.009,0.1199,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.013067193878831564,892,Very Low
25,115000,RENT,3.0,MEDICAL,B,10000,10.37,0,0.087,N,2,0.009,0.087,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.1782995948586874,793,Very Low
21,35760,MORTGAGE,5.0,HOMEIMPROVEMENT,E,2400,16.82,1,0.0671,N,3,0.0113,0.0671,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.9025208029488765,358,Very High
25,116000,RENT,5.0,DEBTCONSOLIDATION,C,10000,14.26,0,0.0862,Y,4,0.0123,0.0862,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.35603340610439377,686,Low
22,41784,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5000,6.03,0,0.1197,N,2,0.0072,0.1197,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.15126154226984742,809,Very Low
22,41800,MORTGAGE,3.0,VENTURE,A,3100,6.76,0,0.0742,N,4,0.005,0.0742,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.04041333706588832,876,Very Low
22,41820,MORTGAGE,4.0,PERSONAL,A,2500,6.91,0,0.0598,N,3,0.0041,0.0598,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.06322479395810626,862,Very Low
21,120000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.0833,N,3,0.0098,0.0833,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.24073557383152983,756,Low
21,120000,RENT,4.0,DEBTCONSOLIDATION,B,10000,9.99,0,0.0833,N,3,0.0083,0.0833,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.19440762320231258,783,Very Low
26,120000,RENT,11.0,HOMEIMPROVEMENT,C,10000,12.68,0,0.0833,N,2,0.0106,0.0833,100k+,26-35,Stable(7y+),New(<=2y),0,0,0,1,0.3604996585934737,684,Low
23,35941,MORTGAGE,7.0,HOMEIMPROVEMENT,C,3500,13.35,1,0.0974,N,2,0.013,0.0974,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.4352534481136883,639,Moderate
24,120000,RENT,3.0,MEDICAL,A,10000,7.88,0,0.0833,N,2,0.0066,0.0833,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.11133873802824809,833,Very Low
24,120000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.61,0,0.0833,Y,4,0.0113,0.0833,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.3890530099611727,667,Moderate
23,91800,RENT,7.0,MEDICAL,B,10000,10.99,1,0.1089,N,4,0.012,0.1089,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.24031663955008914,756,Low
25,120000,RENT,3.0,DEBTCONSOLIDATION,A,10000,9.32,0,0.0833,N,2,0.0078,0.0833,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.16192892752113286,803,Very Low
23,120000,RENT,0.0,DEBTCONSOLIDATION,C,10000,11.66,0,0.0833,N,2,0.0097,0.0833,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.2652059582109098,741,Low
24,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,19200,7.9,0,0.4571,N,2,0.0361,0.4571,25-50k,18-25,Established(3-7y),New(<=2y),0,1,0,0,0.8907310151041796,366,Very High
26,122500,RENT,1.0,MEDICAL,B,10000,10.65,0,0.0816,N,3,0.0087,0.0816,100k+,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.17435471277671272,795,Very Low
25,42000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,3000,9.91,0,0.0714,N,4,0.0071,0.0714,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.17927841366835984,792,Very Low
23,124000,RENT,2.0,PERSONAL,C,10000,14.27,0,0.0806,N,3,0.0115,0.0806,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.2536261964673876,748,Low
22,42000,MORTGAGE,1.0,PERSONAL,C,10500,14.65,0,0.25,N,2,0.0366,0.25,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.5458375271296242,572,High
26,125000,RENT,6.0,VENTURE,A,10000,7.49,0,0.08,N,2,0.006,0.08,100k+,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.04570157457185093,873,Very Low
25,130000,RENT,7.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.0769,N,2,0.0058,0.0769,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.1483507450593805,811,Very Low
22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,12.69,1,0.1111,N,4,0.0141,0.1111,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.34001128267193226,696,Low
21,36000,MORTGAGE,2.0,MEDICAL,C,5000,14.27,1,0.1389,Y,2,0.0198,0.1389,25-50k,18-25,Early(1-3y),New(<=2y),1,0,0,0,0.4247771142125865,645,Moderate
25,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,9.91,0,0.2857,N,2,0.0283,0.2857,25-50k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.6726661802373648,496,High
23,42000,MORTGAGE,0.0,PERSONAL,D,6000,16.77,0,0.1429,N,3,0.024,0.1429,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.8265980420735024,404,Very High
25,42000,MORTGAGE,1.0,VENTURE,A,13975,8.9,0,0.3327,N,4,0.0296,0.3327,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.41760185081516754,649,Moderate
25,132000,RENT,4.0,HOMEIMPROVEMENT,C,10000,12.84,0,0.0758,Y,3,0.0097,0.0758,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.3407391857167902,696,Low
22,42000,MORTGAGE,6.0,EDUCATION,C,15000,13.49,0,0.3571,Y,4,0.0482,0.3571,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.6530933253908416,508,High
22,140000,RENT,0.0,EDUCATION,B,10000,9.99,0,0.0714,N,2,0.0071,0.0714,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.09457025312049117,843,Very Low
24,140000,RENT,0.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.0714,N,2,0.008,0.0714,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.24689497164437968,752,Low
24,42000,MORTGAGE,5.0,EDUCATION,A,4900,6.03,0,0.1167,N,4,0.007,0.1167,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.07933864572550393,852,Very Low
24,42000,OWN,8.0,EDUCATION,A,8000,6.62,0,0.1905,N,4,0.0126,0.1905,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.03501475623954491,879,Very Low
22,42000,MORTGAGE,5.0,VENTURE,A,5400,6.03,0,0.1286,N,3,0.0078,0.1286,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0635393623357767,862,Very Low
22,42000,OWN,6.0,VENTURE,A,4800,7.49,0,0.1143,N,3,0.0086,0.1143,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.012382228869963367,893,Very Low
26,145000,RENT,1.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.069,N,3,0.0076,0.069,100k+,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.23701374848914578,758,Low
22,42000,MORTGAGE,4.0,VENTURE,B,3500,9.91,0,0.0833,N,2,0.0083,0.0833,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.07848677783044246,853,Very Low
24,42000,MORTGAGE,3.0,EDUCATION,A,8675,7.51,0,0.2065,N,4,0.0155,0.2065,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.21182410412355537,773,Low
23,157500,RENT,1.0,EDUCATION,B,10000,12.69,0,0.0635,N,2,0.0081,0.0635,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.13123177074206757,821,Very Low
25,42000,OWN,6.0,EDUCATION,A,18000,7.49,0,0.4286,N,2,0.0321,0.4286,25-50k,18-25,Established(3-7y),New(<=2y),0,1,0,0,0.34938955401664573,690,Low
22,160000,RENT,0.0,VENTURE,A,10000,8.94,0,0.0625,N,3,0.0056,0.0625,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.04676377468159318,872,Very Low
25,153000,RENT,9.0,DEBTCONSOLIDATION,D,10000,14.96,1,0.0654,Y,4,0.0098,0.0654,100k+,18-25,Stable(7y+),Building(2-5y),1,0,0,1,0.7612983015746095,443,Very High
24,165000,RENT,2.0,PERSONAL,B,10000,9.2,0,0.0606,N,3,0.0056,0.0606,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.09134997532277538,845,Very Low
24,42000,MORTGAGE,6.0,MEDICAL,A,3125,8.9,0,0.0744,N,3,0.0066,0.0744,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.12394012967249657,826,Very Low
25,175000,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.05,0,0.0571,Y,4,0.0086,0.0571,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.797510071916631,421,Very High
24,238000,RENT,2.0,VENTURE,D,10000,13.67,1,0.042,N,2,0.0057,0.042,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.4288196434661679,643,Moderate
22,42000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,9350,12.69,0,0.2226,N,2,0.0283,0.2226,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.5332663618937366,580,Moderate
24,42000,MORTGAGE,4.0,VENTURE,A,8000,6.62,0,0.1905,N,3,0.0126,0.1905,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.12497386020959671,825,Very Low
24,24148,RENT,1.0,EDUCATION,B,9975,11.48,1,0.4131,N,4,0.0474,0.4131,<25k,18-25,Unstable(<1y),Building(2-5y),0,1,0,1,0.9255171040649983,345,Very High
22,29004,RENT,4.0,EDUCATION,B,9975,10.99,1,0.3439,N,2,0.0378,0.3439,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.8108170718141301,414,Very High
24,46000,RENT,2.0,VENTURE,C,9975,13.11,0,0.2168,Y,3,0.0284,0.2168,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,1,0.42812350190417053,643,Moderate
22,60000,RENT,6.0,VENTURE,B,9975,11.48,0,0.1662,N,4,0.0191,0.1662,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.2302959609438194,762,Low
22,42000,MORTGAGE,6.0,MEDICAL,A,3000,6.03,0,0.0714,N,2,0.0043,0.0714,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.07847216106907073,853,Very Low
23,65000,RENT,0.0,VENTURE,A,9975,7.51,0,0.1535,N,2,0.0115,0.1535,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.12070573699213417,828,Very Low
23,42000,OWN,5.0,VENTURE,A,6500,6.03,0,0.1548,N,2,0.0093,0.1548,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.015559063725009186,891,Very Low
22,72000,RENT,0.0,VENTURE,B,9975,10.99,0,0.1385,N,3,0.0152,0.1385,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.16349661726073153,802,Very Low
22,42000,OWN,6.0,PERSONAL,A,10000,6.03,0,0.2381,N,2,0.0144,0.2381,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.06720175420099453,860,Very Low
25,42000,MORTGAGE,9.0,EDUCATION,A,9100,7.49,0,0.2167,N,3,0.0162,0.2167,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.2309712711436464,761,Low
22,83200,RENT,6.0,DEBTCONSOLIDATION,C,9975,13.48,0,0.1199,N,3,0.0162,0.1199,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.42442978019699096,645,Moderate
25,26880,RENT,1.0,VENTURE,C,4900,14.26,0,0.1823,Y,4,0.026,0.1823,25-50k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1,0.4925688496783299,604,Moderate
21,42000,OWN,5.0,EDUCATION,D,5000,17.49,0,0.119,N,2,0.0208,0.119,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.39362734110636843,664,Moderate
